ACCOUNT_NUMBER,MPXN,FUEL_TYPE,METER_SERIAL_NUMBER,METER_TYPE,METER_STATUS,EFFECTIVE_FROM,EFFECTIVE_TO,IS_CURRENT
6000001386,4202103952395,Electricity,MTR90243292,Smart,Active,2025-03-21,9999-12-31,True
6000019446,1458474747038,Electricity,MTR73926625,Smart,Active,2025-09-03,9999-12-31,True
6000019050,7152404021059,Electricity,MTR52599183,Smart,Active,2024-02-28,9999-12-31,True
6000016564,1840795868001,Electricity,MTR84059000,Traditional,Active,2024-07-29,9999-12-31,True
6000031957,7619315541466,Electricity,MTR95153015,Smart,Active,2025-09-16,9999-12-31,True
6000024891,8088205539107,Electricity,MTR73562632,Traditional,Active,2023-04-20,2026-01-20,False
6000024891,8088205539107,Electricity,MTR73562632,Smart,Active,2026-01-20,9999-12-31,True
6000035173,5005959291288,Electricity,MTR17102872,Traditional,Active,2022-12-03,2025-07-30,False
6000035173,5005959291288,Electricity,MTR17102872,Smart,Active,2025-07-30,9999-12-31,True
6000016696,6928072116675,Electricity,MTR31253125,Smart,Active,2024-02-11,9999-12-31,True
6000006187,4174978208822,Electricity,MTR59860916,Traditional,Active,2024-04-27,2025-02-13,False
6000006187,4174978208822,Electricity,MTR59860916,Smart,Active,2025-02-13,9999-12-31,True
6000012559,7391222637534,Electricity,MTR21931899,Smart,Active,2026-06-12,9999-12-31,True
6000038440,2948476734471,Electricity,MTR88006781,Smart,Active,2025-01-22,9999-12-31,True
6000020649,6707587298875,Electricity,MTR15591561,Traditional,Active,2024-09-29,2025-03-08,False
6000020649,6707587298875,Electricity,MTR15591561,Smart,Active,2025-03-08,9999-12-31,True
6000040226,5872806795828,Electricity,MTR60657905,Smart,Active,2022-09-16,9999-12-31,True
6000022617,9352555160828,Electricity,MTR59981481,Smart,Active,2024-07-02,9999-12-31,True
6000041348,2246333144397,Electricity,MTR61157520,Smart,Active,2025-08-20,9999-12-31,True
6000001979,5160217064108,Electricity,MTR73217299,Traditional,Active,2026-05-02,9999-12-31,True
6000049886,7109828210666,Electricity,MTR54759577,Smart,Active,2026-02-23,9999-12-31,True
6000035662,3405161635915,Electricity,MTR29792417,Traditional,Active,2025-02-02,9999-12-31,True
6000017760,6368337504434,Electricity,MTR80881355,Traditional,Active,2025-10-21,2026-07-08,False
6000017760,6368337504434,Electricity,MTR80881355,Smart,Active,2026-07-08,9999-12-31,True
6000025802,9539934543684,Electricity,MTR43991056,Smart,Active,2025-11-25,9999-12-31,True
6000039936,1002639174545,Electricity,MTR42577004,Smart,Active,2025-10-31,9999-12-31,True
6000001244,3476708335631,Electricity,MTR45089592,Traditional,Active,2025-12-01,2026-05-25,False
6000001244,3476708335631,Electricity,MTR45089592,Smart,Active,2026-05-25,9999-12-31,True
6000041296,3402441428490,Electricity,MTR35638725,Traditional,Active,2024-11-08,9999-12-31,True
6000037519,6293453881968,Electricity,MTR83929919,Smart,Active,2023-04-04,9999-12-31,True
6000038931,6206672434666,Electricity,MTR17615167,Smart,Active,2024-01-16,9999-12-31,True
6000001343,3058736424018,Electricity,MTR95373618,Traditional,Active,2024-07-24,9999-12-31,True
6000041583,9990431090245,Electricity,MTR97759567,Traditional,Active,2025-03-07,9999-12-31,True
6000048045,5597708188957,Electricity,MTR45604007,Traditional,Active,2023-06-30,2024-11-14,False
6000048045,5597708188957,Electricity,MTR45604007,Smart,Active,2024-11-14,9999-12-31,True
6000036866,5599145079757,Electricity,MTR58497331,Traditional,Active,2024-10-09,2024-10-27,False
6000036866,5599145079757,Electricity,MTR58497331,Smart,Active,2024-10-27,9999-12-31,True
6000046752,9063415148082,Electricity,MTR89670324,Traditional,Active,2022-07-27,2025-09-25,False
6000046752,9063415148082,Electricity,MTR89670324,Smart,Active,2025-09-25,9999-12-31,True
6000005735,7247980492522,Electricity,MTR23040584,Traditional,Active,2025-08-19,9999-12-31,True
6000025052,8989911639196,Electricity,MTR23101693,Smart,Active,2023-07-23,9999-12-31,True
6000034138,7878669523286,Electricity,MTR26536973,Smart,Active,2026-05-03,9999-12-31,True
6000013444,4048116415935,Electricity,MTR60596485,Traditional,Active,2024-12-01,9999-12-31,True
6000010229,6801280916795,Electricity,MTR14940058,Traditional,Active,2023-05-19,9999-12-31,True
6000011979,9094649012462,Electricity,MTR82808465,Traditional,Active,2023-12-16,9999-12-31,True
6000039677,7172742475558,Electricity,MTR41477865,Traditional,Active,2022-07-30,2026-06-15,False
6000039677,7172742475558,Electricity,MTR41477865,Smart,Active,2026-06-15,9999-12-31,True
6000039492,9025159878067,Electricity,MTR19605971,Smart,Active,2022-10-11,9999-12-31,True
6000016374,1875210077493,Electricity,MTR18926272,Smart,Active,2026-03-02,9999-12-31,True
6000036669,6039808689493,Electricity,MTR41489979,Smart,Active,2026-01-28,9999-12-31,True
6000006898,6276346920058,Electricity,MTR55350578,Smart,Active,2024-08-31,9999-12-31,True
6000031007,4918556819223,Electricity,MTR61308370,Traditional,Active,2022-10-25,2025-08-26,False
6000031007,4918556819223,Electricity,MTR61308370,Smart,Active,2025-08-26,9999-12-31,True
6000012432,2041702147615,Electricity,MTR25501894,Smart,Active,2025-03-03,9999-12-31,True
6000047656,9209771902124,Electricity,MTR42442251,Traditional,Active,2024-07-20,2025-02-21,False
6000047656,9209771902124,Electricity,MTR42442251,Smart,Active,2025-02-21,9999-12-31,True
6000019820,7776688368917,Electricity,MTR74831144,Smart,Active,2025-08-24,9999-12-31,True
6000018211,8100122287697,Electricity,MTR18860557,Traditional,Active,2023-10-29,9999-12-31,True
6000021978,3790605463380,Electricity,MTR49161381,Traditional,Active,2024-04-25,9999-12-31,True
6000038320,9783829436902,Electricity,MTR24335860,Traditional,Active,2023-12-20,9999-12-31,True
6000040058,9394128157417,Electricity,MTR30117000,Smart,Active,2025-03-21,9999-12-31,True
6000033205,3711341276054,Electricity,MTR29206804,Traditional,Active,2022-09-22,9999-12-31,True
6000009038,3757293833792,Electricity,MTR20997018,Traditional,Active,2024-09-29,2025-06-23,False
6000009038,3757293833792,Electricity,MTR20997018,Smart,Active,2025-06-23,9999-12-31,True
6000018639,2761166487677,Electricity,MTR24984968,Smart,Active,2025-06-29,9999-12-31,True
6000049832,5821211898498,Electricity,MTR40120544,Smart,Active,2022-12-27,9999-12-31,True
6000009109,5397830718018,Electricity,MTR90916899,Traditional,Active,2024-01-01,9999-12-31,True
6000018355,3292663263695,Electricity,MTR35205153,Smart,Active,2026-05-13,9999-12-31,True
6000039018,8777421132777,Electricity,MTR92553317,Smart,Active,2025-07-31,9999-12-31,True
6000046116,2912064949177,Electricity,MTR84558339,Smart,Active,2024-10-24,9999-12-31,True
6000010744,3193755489324,Electricity,MTR33671701,Traditional,Active,2025-08-28,2025-11-13,False
6000010744,3193755489324,Electricity,MTR33671701,Smart,Active,2025-11-13,9999-12-31,True
6000032055,5504145050250,Electricity,MTR50964593,Smart,Active,2025-11-25,9999-12-31,True
6000013240,2250867535235,Electricity,MTR39791830,Smart,Active,2025-09-11,9999-12-31,True
6000007826,5562215973725,Electricity,MTR83779772,Smart,Active,2024-01-21,9999-12-31,True
6000016004,4691570507035,Electricity,MTR77542388,Smart,Active,2026-07-04,9999-12-31,True
6000026108,4616846303562,Electricity,MTR36096520,Smart,Active,2024-01-23,9999-12-31,True
6000024515,6568325835586,Electricity,MTR77145222,Traditional,Active,2025-04-29,9999-12-31,True
6000021423,8031700816427,Electricity,MTR48273780,Traditional,Active,2025-11-10,9999-12-31,True
6000014237,2319646618566,Electricity,MTR45592552,Traditional,Active,2024-10-16,2025-02-03,False
6000014237,2319646618566,Electricity,MTR45592552,Smart,Active,2025-02-03,9999-12-31,True
6000041651,6315797368025,Electricity,MTR46710871,Smart,Active,2026-05-27,9999-12-31,True
6000030616,9726235703273,Electricity,MTR43803013,Traditional,Active,2025-08-10,2026-02-08,False
6000030616,9726235703273,Electricity,MTR43803013,Smart,Active,2026-02-08,9999-12-31,True
6000029038,6163414103397,Electricity,MTR10238564,Traditional,Active,2026-06-30,9999-12-31,True
6000000354,2746452267895,Electricity,MTR78333510,Smart,Active,2025-07-13,9999-12-31,True
6000036882,5321030127162,Electricity,MTR50660468,Traditional,Active,2026-01-19,9999-12-31,True
6000034458,9612887297788,Electricity,MTR27486865,Smart,Active,2024-11-08,9999-12-31,True
6000024608,3881606051789,Electricity,MTR63157311,Traditional,Active,2024-08-28,2026-02-10,False
6000024608,3881606051789,Electricity,MTR63157311,Smart,Active,2026-02-10,9999-12-31,True
6000006895,6792487517117,Electricity,MTR65177324,Traditional,Active,2024-02-07,2025-02-13,False
6000006895,6792487517117,Electricity,MTR65177324,Smart,Active,2025-02-13,9999-12-31,True
6000028921,8736598110464,Electricity,MTR56266407,Traditional,Active,2024-10-25,9999-12-31,True
6000046652,3323368810145,Electricity,MTR54528528,Smart,Active,2026-05-05,9999-12-31,True
6000031432,2982012769179,Electricity,MTR24952005,Smart,Active,2026-03-27,9999-12-31,True
6000021071,8844054914011,Electricity,MTR28693891,Traditional,Active,2025-08-10,9999-12-31,True
6000019876,8245616654629,Electricity,MTR47728917,Traditional,Active,2024-06-06,9999-12-31,True
6000013866,9271425751067,Electricity,MTR90002297,Traditional,Active,2024-01-02,9999-12-31,True
6000015479,9517134760172,Electricity,MTR37940063,Traditional,Active,2023-05-02,2025-11-13,False
6000015479,9517134760172,Electricity,MTR37940063,Smart,Active,2025-11-13,9999-12-31,True
6000040230,7387039734308,Electricity,MTR25975449,Traditional,Active,2025-03-11,9999-12-31,True
6000012970,6023097769515,Electricity,MTR71888630,Traditional,Active,2024-11-16,2025-06-09,False
6000012970,6023097769515,Electricity,MTR71888630,Smart,Active,2025-06-09,9999-12-31,True
6000016763,6618714837163,Electricity,MTR77663581,Smart,Active,2025-09-07,9999-12-31,True
6000003990,6107130527624,Electricity,MTR15539149,Traditional,Active,2025-03-31,2025-06-14,False
6000003990,6107130527624,Electricity,MTR15539149,Smart,Active,2025-06-14,9999-12-31,True
6000005143,7800509088600,Electricity,MTR96339513,Traditional,Active,2025-06-25,9999-12-31,True
6000039767,8818179875626,Electricity,MTR85551629,Traditional,Active,2022-11-14,2025-03-02,False
6000039767,8818179875626,Electricity,MTR85551629,Smart,Active,2025-03-02,9999-12-31,True
6000031069,8063777735578,Electricity,MTR33193121,Traditional,Active,2023-06-15,9999-12-31,True
6000004137,6155835797330,Electricity,MTR94062485,Traditional,Active,2025-02-22,9999-12-31,True
6000006787,4986311339769,Electricity,MTR90247642,Traditional,Active,2026-07-26,9999-12-31,True
6000007451,3868664355173,Electricity,MTR76135754,Traditional,Active,2026-03-25,2026-07-05,False
6000007451,3868664355173,Electricity,MTR76135754,Smart,Active,2026-07-05,9999-12-31,True
6000018733,2713902483166,Electricity,MTR67040466,Traditional,Active,2025-03-18,2026-07-23,False
6000018733,2713902483166,Electricity,MTR67040466,Smart,Active,2026-07-23,9999-12-31,True
6000045686,8844427928601,Electricity,MTR87709961,Traditional,Active,2024-11-13,2025-08-04,False
6000045686,8844427928601,Electricity,MTR87709961,Smart,Active,2025-08-04,9999-12-31,True
6000046159,8914062235449,Electricity,MTR62036008,Traditional,Active,2025-03-18,2025-11-01,False
6000046159,8914062235449,Electricity,MTR62036008,Smart,Active,2025-11-01,9999-12-31,True
6000003410,1172881970638,Electricity,MTR53305814,Smart,Active,2026-07-06,9999-12-31,True
6000036977,5023788785298,Electricity,MTR17800332,Traditional,Active,2026-05-31,9999-12-31,True
6000041534,9731939677833,Electricity,MTR53719072,Smart,Active,2025-10-19,9999-12-31,True
6000037565,5539026485950,Electricity,MTR96452686,Traditional,Active,2026-07-06,9999-12-31,True
6000031200,8413345244071,Electricity,MTR31743844,Traditional,Active,2023-07-05,9999-12-31,True
6000041208,8637821784869,Electricity,MTR16426646,Smart,Active,2026-02-03,9999-12-31,True
6000007151,5932627585012,Electricity,MTR17257168,Traditional,Active,2025-02-13,9999-12-31,True
6000026655,2386700510880,Electricity,MTR68075820,Traditional,Active,2023-04-09,2025-07-16,False
6000026655,2386700510880,Electricity,MTR68075820,Smart,Active,2025-07-16,9999-12-31,True
6000007142,2739040234335,Electricity,MTR50898206,Traditional,Active,2024-02-28,9999-12-31,True
6000035628,7321292710923,Electricity,MTR48278547,Traditional,Active,2025-02-02,9999-12-31,True
6000026419,2120828338103,Electricity,MTR40201539,Traditional,Active,2023-05-12,2025-02-03,False
6000026419,2120828338103,Electricity,MTR40201539,Smart,Active,2025-02-03,9999-12-31,True
6000002929,8270448723601,Electricity,MTR38370355,Traditional,Active,2025-04-15,9999-12-31,True
6000014173,6421672427372,Electricity,MTR31904826,Traditional,Active,2022-09-27,2024-11-23,False
6000014173,6421672427372,Electricity,MTR31904826,Smart,Active,2024-11-23,9999-12-31,True
6000017176,1401157709214,Electricity,MTR70996625,Smart,Active,2026-05-04,9999-12-31,True
6000017892,9946999997379,Electricity,MTR32400074,Traditional,Active,2022-07-27,9999-12-31,True
6000015319,2504893533537,Electricity,MTR54796715,Smart,Active,2025-08-22,9999-12-31,True
6000049939,3667345843269,Electricity,MTR32792412,Traditional,Active,2025-08-19,9999-12-31,True
6000022146,8675894321103,Electricity,MTR42387134,Traditional,Active,2024-12-21,2025-02-22,False
6000022146,8675894321103,Electricity,MTR42387134,Smart,Active,2025-02-22,9999-12-31,True
6000034756,3815410617039,Electricity,MTR90057492,Smart,Active,2024-12-13,9999-12-31,True
6000038435,6027635333794,Electricity,MTR97046662,Traditional,Active,2025-06-12,9999-12-31,True
6000015718,1236033011692,Electricity,MTR21209811,Traditional,Active,2024-12-01,9999-12-31,True
6000044328,4457253046731,Electricity,MTR20222079,Smart,Active,2024-10-27,9999-12-31,True
6000035201,3676064931126,Electricity,MTR69438919,Traditional,Active,2023-06-18,2025-11-23,False
6000035201,3676064931126,Electricity,MTR69438919,Smart,Active,2025-11-23,9999-12-31,True
6000012835,3032667191202,Electricity,MTR27220344,Traditional,Active,2023-05-16,9999-12-31,True
6000009886,5082515306030,Electricity,MTR62783756,Traditional,Active,2022-10-11,9999-12-31,True
6000000141,9005347641785,Electricity,MTR28521483,Traditional,Active,2023-12-29,2025-12-09,False
6000000141,9005347641785,Electricity,MTR28521483,Smart,Active,2025-12-09,9999-12-31,True
6000030628,7859268284072,Electricity,MTR66380607,Smart,Active,2023-08-22,9999-12-31,True
6000017723,6886640253535,Electricity,MTR56091541,Traditional,Active,2023-04-23,9999-12-31,True
6000041654,8263869613621,Electricity,MTR88916987,Traditional,Active,2023-07-25,9999-12-31,True
6000022552,5499047170881,Electricity,MTR28945876,Smart,Active,2025-09-25,9999-12-31,True
6000011057,9895648261239,Electricity,MTR32927014,Traditional,Active,2024-04-06,2026-01-04,False
6000011057,9895648261239,Electricity,MTR32927014,Smart,Active,2026-01-04,9999-12-31,True
6000040267,4894184036268,Electricity,MTR20855534,Smart,Active,2023-01-28,9999-12-31,True
6000004011,4779357244634,Electricity,MTR94759868,Traditional,Active,2025-11-06,9999-12-31,True
6000007280,9399112365123,Electricity,MTR77038990,Traditional,Active,2022-08-08,2025-10-31,False
6000007280,9399112365123,Electricity,MTR77038990,Smart,Active,2025-10-31,9999-12-31,True
6000006221,2279985704062,Electricity,MTR11524355,Traditional,Active,2022-10-07,9999-12-31,True
6000016924,9251382485797,Electricity,MTR42972266,Smart,Active,2025-08-22,9999-12-31,True
6000016802,8177842810052,Electricity,MTR64797096,Smart,Active,2025-01-26,9999-12-31,True
6000042053,5077707753965,Electricity,MTR59607994,Traditional,Active,2025-10-18,9999-12-31,True
6000024037,2296962816978,Electricity,MTR53493113,Traditional,Active,2026-01-23,9999-12-31,True
6000016166,2382265490098,Electricity,MTR51791212,Traditional,Active,2025-09-11,2026-04-26,False
6000016166,2382265490098,Electricity,MTR51791212,Smart,Active,2026-04-26,9999-12-31,True
6000032705,9337209274489,Electricity,MTR83624057,Smart,Active,2023-08-22,9999-12-31,True
6000043704,7294709826840,Electricity,MTR55866635,Traditional,Active,2026-02-03,2026-04-12,False
6000043704,7294709826840,Electricity,MTR55866635,Smart,Active,2026-04-12,9999-12-31,True
6000019400,2772310894658,Electricity,MTR58340818,Traditional,Active,2026-05-20,9999-12-31,True
6000036591,4281421812188,Electricity,MTR82942843,Traditional,Active,2024-09-19,9999-12-31,True
6000047623,3726230912705,Electricity,MTR59985691,Traditional,Active,2025-02-27,9999-12-31,True
6000019879,5405053087309,Electricity,MTR34755946,Traditional,Active,2022-10-07,2025-04-25,False
6000019879,5405053087309,Electricity,MTR34755946,Smart,Active,2025-04-25,9999-12-31,True
6000038649,2720144127165,Electricity,MTR94346409,Smart,Active,2023-10-04,9999-12-31,True
6000029702,3113326209011,Electricity,MTR30021332,Smart,Active,2023-01-08,9999-12-31,True
6000006328,1309342612768,Electricity,MTR18963595,Smart,Active,2022-10-23,2025-08-11,False
6000006328,1309342612768,Electricity,MTR18963595,Smart,Faulty,2025-08-11,2025-09-23,False
6000006328,1309342612768,Electricity,MTR18963595,Smart,Active (Replaced),2025-09-23,9999-12-31,True
6000033909,1193693233834,Electricity,MTR26416190,Smart,Active,2026-06-25,9999-12-31,True
6000047264,4754140016360,Electricity,MTR80645045,Traditional,Active,2023-10-13,9999-12-31,True
6000042118,3352929519998,Electricity,MTR53701533,Traditional,Active,2025-01-09,2025-02-26,False
6000042118,3352929519998,Electricity,MTR53701533,Smart,Active,2025-02-26,9999-12-31,True
6000036635,6593403176404,Electricity,MTR87268738,Traditional,Active,2023-06-11,9999-12-31,True
6000030382,4559327030559,Electricity,MTR19660036,Traditional,Active,2026-02-25,9999-12-31,True
6000001152,3586160647044,Electricity,MTR27952471,Traditional,Active,2022-08-16,2024-12-04,False
6000001152,3586160647044,Electricity,MTR27952471,Smart,Active,2024-12-04,9999-12-31,True
6000033350,5319749485842,Electricity,MTR80710870,Smart,Active,2022-08-26,9999-12-31,True
6000008809,1839573645505,Electricity,MTR22875553,Smart,Active,2025-12-18,9999-12-31,True
6000021340,2434620983099,Electricity,MTR76929739,Traditional,Active,2024-04-15,9999-12-31,True
6000032643,9808559581851,Electricity,MTR55561383,Traditional,Active,2025-08-07,2026-01-19,False
6000032643,9808559581851,Electricity,MTR55561383,Smart,Active,2026-01-19,9999-12-31,True
6000035840,8195473359843,Electricity,MTR76283625,Traditional,Active,2023-01-03,9999-12-31,True
6000034291,5124537018375,Electricity,MTR23499273,Traditional,Active,2023-10-30,2024-12-17,False
6000034291,5124537018375,Electricity,MTR23499273,Smart,Active,2024-12-17,9999-12-31,True
6000019322,9531465878234,Electricity,MTR55212931,Smart,Active,2025-09-13,9999-12-31,True
6000032489,4959638436709,Electricity,MTR40376729,Traditional,Active,2022-12-07,2024-10-25,False
6000032489,4959638436709,Electricity,MTR40376729,Smart,Active,2024-10-25,9999-12-31,True
6000029176,6428251160462,Electricity,MTR14842661,Traditional,Active,2023-02-20,9999-12-31,True
6000027735,2813737776966,Electricity,MTR69054916,Traditional,Active,2026-04-20,9999-12-31,True
6000002809,3207991603686,Electricity,MTR97629295,Traditional,Active,2023-03-30,9999-12-31,True
6000016571,2462171859945,Electricity,MTR59094738,Smart,Active,2026-04-23,9999-12-31,True
6000041606,3931388757169,Electricity,MTR29983221,Traditional,Active,2025-01-14,2025-03-24,False
6000041606,3931388757169,Electricity,MTR29983221,Smart,Active,2025-03-24,9999-12-31,True
6000042149,7791193553199,Electricity,MTR83269361,Traditional,Active,2026-03-08,2026-05-26,False
6000042149,7791193553199,Electricity,MTR83269361,Smart,Active,2026-05-26,9999-12-31,True
6000001581,5092553280682,Electricity,MTR42122982,Traditional,Active,2026-03-27,9999-12-31,True
6000017020,5863004521285,Electricity,MTR41434095,Traditional,Active,2024-09-18,2025-02-25,False
6000017020,5863004521285,Electricity,MTR41434095,Smart,Active,2025-02-25,9999-12-31,True
6000040376,9089255023203,Electricity,MTR77679467,Traditional,Active,2024-04-02,9999-12-31,True
6000015539,9690139587558,Electricity,MTR12367413,Smart,Active,2025-05-08,9999-12-31,True
6000025209,6673377476711,Electricity,MTR24578439,Traditional,Active,2025-08-23,2026-04-15,False
6000025209,6673377476711,Electricity,MTR24578439,Smart,Active,2026-04-15,9999-12-31,True
6000036220,9316323786121,Electricity,MTR34917406,Traditional,Active,2023-11-06,9999-12-31,True
6000023293,4157963563674,Electricity,MTR47257992,Traditional,Active,2026-07-17,9999-12-31,True
6000003643,5247514515446,Electricity,MTR53986334,Traditional,Active,2024-05-22,9999-12-31,True
6000043557,1316756806053,Electricity,MTR51985515,Traditional,Active,2024-06-12,2025-04-26,False
6000043557,1316756806053,Electricity,MTR51985515,Smart,Active,2025-04-26,9999-12-31,True
6000010878,8579663173517,Electricity,MTR95343342,Traditional,Active,2022-10-06,9999-12-31,True
6000012196,1465835415361,Electricity,MTR40250954,Smart,Active,2026-05-27,9999-12-31,True
6000027079,9336992715602,Electricity,MTR75452969,Smart,Active,2022-07-27,9999-12-31,True
6000047357,5314466772310,Electricity,MTR90910911,Smart,Active,2026-07-05,9999-12-31,True
6000036047,1101903019965,Electricity,MTR88349662,Smart,Active,2025-10-26,9999-12-31,True
6000017927,6236379035701,Electricity,MTR45082194,Smart,Active,2024-03-24,9999-12-31,True
6000000870,8122219329207,Electricity,MTR98938932,Traditional,Active,2023-10-06,2026-03-02,False
6000000870,8122219329207,Electricity,MTR98938932,Smart,Active,2026-03-02,9999-12-31,True
6000017704,5661246824973,Electricity,MTR14464191,Traditional,Active,2024-09-07,2025-09-09,False
6000017704,5661246824973,Electricity,MTR14464191,Smart,Active,2025-09-09,9999-12-31,True
6000034154,6096875329650,Electricity,MTR47153405,Traditional,Active,2022-11-07,9999-12-31,True
6000009494,4668556450249,Electricity,MTR63646489,Smart,Active,2026-06-19,9999-12-31,True
6000037662,6233705883550,Electricity,MTR62571047,Traditional,Active,2024-07-23,9999-12-31,True
6000017754,4252148353754,Electricity,MTR97250422,Traditional,Active,2022-11-07,2025-05-23,False
6000017754,4252148353754,Electricity,MTR97250422,Smart,Active,2025-05-23,9999-12-31,True
6000030801,2666415491741,Electricity,MTR25456645,Smart,Active,2023-09-02,9999-12-31,True
6000014582,7076696584059,Electricity,MTR43511068,Smart,Active,2026-02-25,9999-12-31,True
6000023407,4903341516059,Electricity,MTR56927975,Traditional,Active,2023-06-24,2025-06-22,False
6000023407,4903341516059,Electricity,MTR56927975,Smart,Active,2025-06-22,9999-12-31,True
6000017331,8926945238093,Electricity,MTR35821282,Traditional,Active,2025-02-28,9999-12-31,True
6000009025,1265369066411,Electricity,MTR57335223,Traditional,Active,2022-08-07,9999-12-31,True
6000035927,8857924313732,Electricity,MTR32428968,Traditional,Active,2025-03-27,2025-08-25,False
6000035927,8857924313732,Electricity,MTR32428968,Smart,Active,2025-08-25,9999-12-31,True
6000016157,4930740591915,Electricity,MTR51311279,Smart,Active,2023-12-12,9999-12-31,True
6000004067,6295916072069,Electricity,MTR85142831,Traditional,Active,2023-10-05,2024-09-02,False
6000004067,6295916072069,Electricity,MTR85142831,Smart,Active,2024-09-02,9999-12-31,True
6000041440,6969482093558,Electricity,MTR97344926,Smart,Active,2025-02-07,9999-12-31,True
6000042716,7598795904049,Electricity,MTR62242567,Traditional,Active,2026-02-27,9999-12-31,True
6000043442,4664626026372,Electricity,MTR30027323,Traditional,Active,2026-05-05,2026-06-09,False
6000043442,4664626026372,Electricity,MTR30027323,Smart,Active,2026-06-09,9999-12-31,True
6000014834,5359251271981,Electricity,MTR43320266,Traditional,Active,2022-10-04,2024-10-10,False
6000014834,5359251271981,Electricity,MTR43320266,Smart,Active,2024-10-10,9999-12-31,True
6000012554,6700230369828,Electricity,MTR45368987,Smart,Active,2024-04-21,9999-12-31,True
6000042702,2888404593541,Electricity,MTR98730728,Traditional,Active,2024-06-03,2024-11-17,False
6000042702,2888404593541,Electricity,MTR98730728,Smart,Active,2024-11-17,9999-12-31,True
6000006879,4694547075180,Electricity,MTR30249995,Smart,Active,2025-03-31,9999-12-31,True
6000039837,8495571732682,Electricity,MTR69143108,Smart,Active,2023-03-24,9999-12-31,True
6000026116,8210096045327,Electricity,MTR20281321,Traditional,Active,2022-10-01,2024-09-21,False
6000026116,8210096045327,Electricity,MTR20281321,Smart,Active,2024-09-21,9999-12-31,True
6000047311,1039152187944,Electricity,MTR77891475,Smart,Active,2026-05-15,9999-12-31,True
6000017587,2237525659807,Electricity,MTR40129247,Smart,Active,2023-01-09,9999-12-31,True
6000037614,5780157664472,Electricity,MTR14648978,Traditional,Active,2025-08-19,9999-12-31,True
6000015002,3288839198433,Electricity,MTR74155882,Smart,Active,2023-01-24,9999-12-31,True
6000002453,1472809743303,Electricity,MTR43448084,Traditional,Active,2024-01-22,2024-12-04,False
6000002453,1472809743303,Electricity,MTR43448084,Smart,Active,2024-12-04,9999-12-31,True
6000025399,1452000503649,Electricity,MTR43048185,Traditional,Active,2024-01-19,2025-04-30,False
6000025399,1452000503649,Electricity,MTR43048185,Smart,Active,2025-04-30,9999-12-31,True
6000005285,5144336397167,Electricity,MTR45201158,Traditional,Active,2024-10-11,2025-08-03,False
6000005285,5144336397167,Electricity,MTR45201158,Smart,Active,2025-08-03,9999-12-31,True
6000003765,6210574931001,Electricity,MTR27701688,Smart,Active,2024-07-13,9999-12-31,True
6000016118,1746060917953,Electricity,MTR62473355,Smart,Active,2024-05-28,9999-12-31,True
6000024716,3806160509433,Electricity,MTR35156259,Smart,Active,2026-07-16,9999-12-31,True
6000035823,2057038948519,Electricity,MTR29418575,Smart,Active,2025-12-12,9999-12-31,True
6000000577,8800646728523,Electricity,MTR26562610,Smart,Active,2024-08-06,9999-12-31,True
6000012855,9286704507217,Electricity,MTR15089695,Smart,Active,2023-01-19,9999-12-31,True
6000035994,5188104971773,Electricity,MTR53916798,Traditional,Active,2022-12-14,2025-01-17,False
6000035994,5188104971773,Electricity,MTR53916798,Smart,Active,2025-01-17,9999-12-31,True
6000038904,9451243188460,Electricity,MTR38656393,Traditional,Active,2024-01-26,9999-12-31,True
6000025516,9255620035581,Electricity,MTR51305739,Traditional,Active,2024-06-23,9999-12-31,True
6000030909,9395477150770,Electricity,MTR86190009,Traditional,Active,2022-12-18,9999-12-31,True
6000036803,9904987482270,Electricity,MTR85931303,Traditional,Active,2025-08-02,9999-12-31,True
6000005637,4480834182298,Electricity,MTR50914155,Smart,Active,2026-03-24,9999-12-31,True
6000043745,6154903754804,Electricity,MTR25391705,Smart,Active,2025-12-06,9999-12-31,True
6000025023,8135464984254,Electricity,MTR68793890,Traditional,Active,2025-08-07,9999-12-31,True
6000042473,2719070811812,Electricity,MTR64678564,Traditional,Active,2022-12-16,9999-12-31,True
6000007475,4469788862626,Electricity,MTR72246266,Smart,Active,2025-02-19,9999-12-31,True
6000029639,7454267132906,Electricity,MTR77490495,Traditional,Active,2024-12-31,2025-09-30,False
6000029639,7454267132906,Electricity,MTR77490495,Smart,Active,2025-09-30,9999-12-31,True
6000013125,1128175508993,Electricity,MTR17065424,Traditional,Active,2023-05-10,9999-12-31,True
6000017953,9413652998604,Electricity,MTR39197765,Traditional,Active,2023-02-11,2025-04-09,False
6000017953,9413652998604,Electricity,MTR39197765,Smart,Active,2025-04-09,9999-12-31,True
6000030338,5995723998527,Electricity,MTR95328690,Traditional,Active,2024-04-25,9999-12-31,True
6000029955,1928071869817,Electricity,MTR75595659,Traditional,Active,2022-10-13,2026-02-26,False
6000029955,1928071869817,Electricity,MTR75595659,Smart,Active,2026-02-26,9999-12-31,True
6000005659,3755424008271,Electricity,MTR27283277,Traditional,Active,2026-01-07,9999-12-31,True
6000047207,5250529894735,Electricity,MTR82097445,Smart,Active,2022-11-20,9999-12-31,True
6000001169,5894722699594,Electricity,MTR36203342,Traditional,Active,2024-06-22,9999-12-31,True
6000046532,6542115645398,Electricity,MTR54331760,Traditional,Active,2026-04-29,9999-12-31,True
