CONTRACT_ID,ACCOUNT_NUMBER,MPXN,FUEL_TYPE,TARIFF_NAME,CONTRACT_TYPE,CONTRACT_START_DATE,CONTRACT_END_DATE,RENEWAL_NUMBER,DAYS_TO_EXPIRY_AT_ASOF,EXIT_FEE_APPLICABLE,ACQUISITION_CHANNEL,STATUS
6000020129-E-2,6000020129,1738319801865,Electricity,FixSecure 12,Fixed 24M,2026-04-12,2028-04-01,2,605,True,Web,Active
6000014926-E-2,6000014926,1325026852397,Electricity,DualSaver 18,Fixed 24M,2025-01-24,2027-01-14,2,162,True,Price Comparison Site,Ended
6000014853-E-2,6000014853,9281643208936,Electricity,PriceCapTracker,Fixed 24M,2025-11-18,2027-11-08,2,460,False,Web,Active
6000011106-E-1,6000011106,2790820052768,Electricity,FixSecure 12,Fixed 24M,2024-09-26,2026-09-16,1,42,True,Web,Active
6000009237-E-1,6000009237,3889885139438,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000002926-E-2,6000002926,3906545173189,Electricity,FixSecure 12,Fixed 12M,2026-06-13,2027-06-08,2,307,False,In-Store,Active
6000023244-E-1,6000023244,2386154354838,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000024520-E-2,6000024520,1771739523539,Electricity,FixSecure 24,Fixed 24M,2025-11-21,2027-11-11,2,463,False,Price Comparison Site,Active
6000010930-E-2,6000010930,3148986314770,Electricity,StandardVariable,Fixed 24M,2025-04-06,2027-03-27,2,234,False,Renewal Auto,Active
6000015597-E-1,6000015597,2321943633747,Electricity,GreenFix 12,Fixed 24M,2025-11-10,2027-10-31,1,452,False,Broker,Active
6000005434-E-1,6000005434,7688993330129,Electricity,FixSecure 12,Fixed 24M,2025-06-02,2027-05-23,1,291,True,Price Comparison Site,Active
6000010884-E-4,6000010884,2891580440767,Electricity,FixSecure 24,Fixed 12M,2026-03-25,2027-03-20,4,227,True,Renewal Auto,Active
6000020530-E-1,6000020530,5300851498829,Electricity,StandardVariable,Fixed 12M,2026-01-28,2027-01-23,1,171,True,Telesales,Active
6000007015-E-3,6000007015,9831635504014,Electricity,FixSecure 12,Fixed 12M,2025-09-17,2026-09-12,3,38,True,Renewal Auto,Active
6000006755-E-1,6000006755,8913515279475,Electricity,GreenFix 12,Fixed 12M,2026-07-22,2027-07-17,1,346,True,Renewal Auto,Active
6000014187-E-2,6000014187,4081443732430,Electricity,DualSaver 18,Fixed 24M,2025-02-18,2027-02-08,2,187,False,In-Store,Active
6000009450-E-3,6000009450,5413180246418,Electricity,FixSecure 12,Fixed 12M,2026-07-21,2027-07-16,3,345,True,Renewal Auto,Ended
6000017771-E-4,6000017771,4295738069124,Electricity,EcoVariable,Fixed 12M,2026-02-21,2027-02-16,4,195,False,Broker,Active
6000009767-E-1,6000009767,5681233213149,Electricity,FixSecure 24,Fixed 12M,2025-09-14,2026-09-09,1,35,True,Price Comparison Site,Active
6000022842-E-1,6000022842,8390602796544,Electricity,DualSaver 18,Fixed 12M,2025-09-22,2026-09-17,1,43,False,Web,Active
6000015599-E-4,6000015599,4819766765542,Electricity,GreenFix 12,Fixed 12M,2025-09-19,2026-09-14,4,40,True,Price Comparison Site,Active
6000007448-E-2,6000007448,9423916982207,Electricity,StandardVariable,Fixed 12M,2026-07-27,2027-07-22,2,351,True,Renewal Auto,Active
6000008876-E-2,6000008876,1779913315934,Electricity,GreenFix 12,Fixed 12M,2025-11-24,2026-11-19,2,106,True,In-Store,Ended
6000001438-E-1,6000001438,4351723368382,Electricity,EcoVariable,Fixed 24M,2025-07-18,2027-07-08,1,337,False,Web,Active
6000003809-E-1,6000003809,2092115094728,Electricity,GreenFix 12,Fixed 12M,2025-11-09,2026-11-04,1,91,False,Web,Active
6000007175-E-1,6000007175,2777989709836,Electricity,EcoVariable,Fixed 12M,2026-05-03,2027-04-28,1,266,True,In-Store,Active
6000022272-E-1,6000022272,5019921876949,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000019988-E-1,6000019988,8345755072965,Electricity,FixSecure 24,Fixed 24M,2025-08-02,2027-07-23,1,352,True,Web,Ended
6000011983-E-2,6000011983,6923678547764,Electricity,StandardVariable,Fixed 24M,2026-06-21,2028-06-10,2,675,False,In-Store,Ended
6000011940-E-1,6000011940,2108877273154,Electricity,StandardVariable,Fixed 24M,2024-12-29,2026-12-19,1,136,False,Renewal Auto,Active
6000005705-E-1,6000005705,3823356714746,Electricity,PriceCapTracker,Fixed 24M,2026-07-01,2028-06-20,1,685,True,Web,Active
6000004297-E-3,6000004297,3616733664178,Electricity,EcoVariable,Fixed 12M,2026-03-22,2027-03-17,3,224,True,Web,Ended
6000004391-E-1,6000004391,7849731877081,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000008481-E-1,6000008481,6055440693362,Electricity,PriceCapTracker,Fixed 12M,2025-09-30,2026-09-25,1,51,True,Web,Active
6000004046-E-1,6000004046,6562974552655,Electricity,StandardVariable,Fixed 24M,2024-10-26,2026-10-16,1,72,False,Renewal Auto,Active
6000018832-E-1,6000018832,1040126051254,Electricity,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Ended
6000001088-E-2,6000001088,7846206831652,Electricity,PriceCapTracker,Fixed 24M,2025-10-05,2027-09-25,2,416,False,Renewal Auto,Active
6000012633-E-1,6000012633,1749896156942,Electricity,DualSaver 18,Fixed 24M,2025-02-27,2027-02-17,1,196,False,Telesales,Active
6000017148-E-1,6000017148,2516108113746,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000014143-E-1,6000014143,6391664887791,Electricity,GreenFix 12,Fixed 24M,2024-12-03,2026-11-23,1,110,True,Web,Ended
6000016729-E-3,6000016729,6763081923520,Electricity,FixSecure 24,Fixed 12M,2026-07-28,2027-07-23,3,352,True,Broker,Active
6000003066-E-5,6000003066,3838019078647,Electricity,DualSaver 18,Fixed 12M,2026-07-14,2027-07-09,5,338,True,Renewal Auto,Active
6000018023-E-2,6000018023,4945557011332,Electricity,DualSaver 18,Fixed 24M,2026-02-14,2028-02-04,2,548,True,Web,Active
6000011515-E-2,6000011515,2047510899135,Electricity,DualSaver 18,Fixed 12M,2026-05-29,2027-05-24,2,292,True,Price Comparison Site,Active
6000020425-E-2,6000020425,8278195340698,Electricity,EcoVariable,Fixed 24M,2025-07-21,2027-07-11,2,340,True,Renewal Auto,Active
6000000690-E-1,6000000690,3567095375480,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000009769-E-1,6000009769,4138699027811,Electricity,FixSecure 24,Fixed 12M,2025-09-13,2026-09-08,1,34,True,Price Comparison Site,Active
6000002188-E-1,6000002188,9986357926268,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000015144-E-1,6000015144,8074839199270,Electricity,EcoVariable,Fixed 12M,2025-11-15,2026-11-10,1,97,False,Web,Active
6000011194-E-3,6000011194,6956817896446,Electricity,PriceCapTracker,Fixed 12M,2025-09-05,2026-08-31,3,26,False,Broker,Active
6000009694-E-2,6000009694,2503625407502,Electricity,FixSecure 24,Fixed 12M,2026-03-17,2027-03-12,2,219,False,Broker,Active
6000023217-E-1,6000023217,2522219560316,Electricity,PriceCapTracker,Fixed 12M,2025-08-15,2026-08-10,1,5,True,Web,Active
6000005554-E-1,6000005554,9561490384164,Electricity,GreenFix 12,Fixed 12M,2026-07-29,2027-07-24,1,353,False,Renewal Auto,Active
6000010623-E-3,6000010623,6300083568327,Electricity,PriceCapTracker,Fixed 12M,2026-02-08,2027-02-03,3,182,True,Web,Active
6000005092-E-1,6000005092,7048303049525,Electricity,FixSecure 24,Fixed 24M,2025-07-20,2027-07-10,1,339,True,Price Comparison Site,Ended
6000015801-E-1,6000015801,9510052576729,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Ended
6000009812-E-3,6000009812,1076236335874,Electricity,DualSaver 18,Fixed 12M,2026-01-21,2027-01-16,3,164,True,Web,Active
6000021352-E-2,6000021352,5454201395094,Electricity,PriceCapTracker,Fixed 24M,2025-01-19,2027-01-09,2,157,True,Price Comparison Site,Active
6000014515-E-1,6000014515,6765476289607,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000007213-E-1,6000007213,8434575950454,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000021976-E-2,6000021976,3352475552956,Electricity,FixSecure 12,Fixed 12M,2026-03-09,2027-03-04,2,211,True,Price Comparison Site,Active
6000009071-E-2,6000009071,1598078226647,Electricity,FixSecure 24,Fixed 24M,2025-06-28,2027-06-18,2,317,True,Web,Active
6000003494-E-1,6000003494,8311921166760,Electricity,FixSecure 12,Fixed 24M,2025-07-07,2027-06-27,1,326,True,Web,Ended
6000012224-E-1,6000012224,5305719529004,Electricity,PriceCapTracker,Fixed 24M,2025-06-19,2027-06-09,1,308,False,Web,Active
6000001755-E-1,6000001755,8611626539744,Electricity,FixSecure 12,Fixed 24M,2024-09-15,2026-09-05,1,31,True,Web,Active
6000007937-E-1,6000007937,4106751240842,Electricity,PriceCapTracker,Fixed 24M,2024-11-10,2026-10-31,1,87,True,Price Comparison Site,Active
6000018320-E-2,6000018320,8431047788023,Electricity,PriceCapTracker,Fixed 24M,2025-03-02,2027-02-20,2,199,True,Price Comparison Site,Active
6000004254-E-1,6000004254,8397734686395,Electricity,PriceCapTracker,Fixed 24M,2026-07-14,2028-07-03,1,698,True,Telesales,Active
6000024311-E-1,6000024311,3706556404444,Electricity,GreenFix 12,Fixed 24M,2025-06-22,2027-06-12,1,311,True,Renewal Auto,Ended
6000024630-E-1,6000024630,5565237738940,Electricity,GreenFix 12,Fixed 24M,2025-02-05,2027-01-26,1,174,True,Web,Ended
6000020044-E-4,6000020044,5815263733524,Electricity,EcoVariable,Fixed 12M,2025-12-12,2026-12-07,4,124,True,Broker,Ended
6000010288-E-3,6000010288,2529050209163,Electricity,PriceCapTracker,Fixed 12M,2026-05-05,2027-04-30,3,268,False,Telesales,Ended
6000011989-E-4,6000011989,6112027018849,Electricity,StandardVariable,Fixed 12M,2026-04-13,2027-04-08,4,246,False,Broker,Active
6000024134-E-4,6000024134,5478696295783,Electricity,EcoVariable,Fixed 12M,2026-06-06,2027-06-01,4,300,True,Telesales,Active
6000022913-E-5,6000022913,2233025194836,Electricity,FixSecure 12,Fixed 12M,2026-08-02,2027-07-28,5,357,True,Price Comparison Site,Active
6000001784-E-2,6000001784,8252073773134,Electricity,DualSaver 18,Fixed 24M,2025-12-02,2027-11-22,2,474,False,Renewal Auto,Active
6000020696-E-2,6000020696,1635687814315,Electricity,FixSecure 24,Fixed 12M,2026-03-06,2027-03-01,2,208,True,Broker,Active
6000000335-E-1,6000000335,2954137973158,Electricity,FixSecure 24,Fixed 24M,2026-04-26,2028-04-15,1,619,True,Price Comparison Site,Active
6000024913-E-4,6000024913,4637809876317,Electricity,FixSecure 24,Fixed 12M,2026-03-13,2027-03-08,4,215,True,Price Comparison Site,Active
6000018811-E-1,6000018811,9873039054147,Electricity,StandardVariable,Fixed 24M,2025-03-03,2027-02-21,1,200,True,In-Store,Ended
6000009125-E-1,6000009125,4080007560823,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000016386-E-4,6000016386,2047875281445,Electricity,FixSecure 24,Fixed 12M,2025-12-04,2026-11-29,4,116,True,In-Store,Ended
6000016944-E-4,6000016944,8272158484545,Electricity,StandardVariable,Fixed 12M,2025-09-06,2026-09-01,4,27,True,Web,Ended
6000008901-E-1,6000008901,1707632459182,Electricity,StandardVariable,Fixed 12M,2026-01-20,2027-01-15,1,163,True,In-Store,Active
6000010093-E-2,6000010093,6935247917564,Electricity,StandardVariable,Fixed 12M,2025-12-20,2026-12-15,2,132,True,Telesales,Active
6000018703-E-1,6000018703,6201972153047,Electricity,DualSaver 18,Fixed 24M,2025-04-16,2027-04-06,1,244,True,Telesales,Active
6000016203-E-1,6000016203,8272549207765,Electricity,EcoVariable,Fixed 24M,2025-05-10,2027-04-30,1,268,True,Broker,Active
6000024104-E-1,6000024104,6661171153942,Electricity,DualSaver 18,Fixed 24M,2025-10-12,2027-10-02,1,423,False,Web,Active
6000018722-E-4,6000018722,5648401210104,Electricity,FixSecure 24,Fixed 12M,2026-06-27,2027-06-22,4,321,False,Renewal Auto,Ended
6000006332-E-2,6000006332,1063364719571,Electricity,StandardVariable,Fixed 12M,2026-03-15,2027-03-10,2,217,False,Renewal Auto,Active
6000011708-E-2,6000011708,8047649004330,Electricity,GreenFix 12,Fixed 12M,2025-12-02,2026-11-27,2,114,True,Renewal Auto,Ended
6000024664-E-4,6000024664,6870294512466,Electricity,PriceCapTracker,Fixed 12M,2026-06-24,2027-06-19,4,318,False,Renewal Auto,Ended
6000003518-E-1,6000003518,6073146653465,Electricity,PriceCapTracker,Fixed 24M,2026-04-11,2028-03-31,1,604,True,Broker,Ended
6000020109-E-4,6000020109,8364275982273,Electricity,FixSecure 12,Fixed 12M,2026-06-05,2027-05-31,4,299,False,Renewal Auto,Active
6000005672-E-4,6000005672,2802320308489,Electricity,EcoVariable,Fixed 12M,2026-08-01,2027-07-27,4,356,True,Price Comparison Site,Active
6000015072-E-4,6000015072,2992300990693,Electricity,StandardVariable,Fixed 12M,2026-02-10,2027-02-05,4,184,True,Web,Ended
6000021326-E-1,6000021326,7706775448021,Electricity,DualSaver 18,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000002129-E-4,6000002129,1529155253152,Electricity,FixSecure 12,Fixed 12M,2026-01-22,2027-01-17,4,165,True,Broker,Active
6000019061-E-4,6000019061,3697513469769,Electricity,DualSaver 18,Fixed 12M,2025-12-15,2026-12-10,4,127,True,Price Comparison Site,Ended
6000021549-E-2,6000021549,7634075443488,Electricity,PriceCapTracker,Fixed 12M,2026-05-18,2027-05-13,2,281,False,Web,Ended
6000024719-E-1,6000024719,7114821499139,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000005445-E-1,6000005445,5476613151474,Electricity,DualSaver 18,Fixed 24M,2026-02-10,2028-01-31,1,544,False,Web,Active
6000024967-E-2,6000024967,3423388286111,Electricity,PriceCapTracker,Fixed 24M,2026-03-01,2028-02-19,2,563,True,Price Comparison Site,Active
6000007147-E-1,6000007147,9087826973292,Electricity,PriceCapTracker,Fixed 24M,2025-06-10,2027-05-31,1,299,False,Web,Ended
6000015859-E-1,6000015859,9622877459775,Electricity,GreenFix 12,Fixed 12M,2026-07-02,2027-06-27,1,326,True,Renewal Auto,Ended
6000024823-E-1,6000024823,8524267783723,Electricity,FixSecure 24,Fixed 12M,2025-11-19,2026-11-14,1,101,True,Renewal Auto,Active
6000016366-E-1,6000016366,5737930884679,Electricity,DualSaver 18,Fixed 24M,2024-12-18,2026-12-08,1,125,True,Price Comparison Site,Active
6000008971-E-2,6000008971,9569824259109,Electricity,FixSecure 12,Fixed 12M,2026-04-09,2027-04-04,2,242,True,In-Store,Active
6000006179-E-1,6000006179,6758373663243,Electricity,DualSaver 18,Fixed 12M,2025-11-16,2026-11-11,1,98,False,Web,Active
6000012284-E-2,6000012284,8470921967459,Electricity,FixSecure 24,Fixed 12M,2025-09-30,2026-09-25,2,51,False,Web,Active
6000021175-E-1,6000021175,4937629865239,Electricity,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Ended
6000020160-E-4,6000020160,8084963641315,Electricity,PriceCapTracker,Fixed 12M,2025-12-21,2026-12-16,4,133,True,Renewal Auto,Active
6000017003-E-5,6000017003,5239727190954,Electricity,DualSaver 18,Fixed 12M,2026-07-25,2027-07-20,5,349,True,Price Comparison Site,Active
6000001879-E-2,6000001879,8445986702887,Electricity,FixSecure 24,Fixed 12M,2025-10-09,2026-10-04,2,60,True,Web,Active
6000023005-E-2,6000023005,2970778361585,Electricity,GreenFix 12,Fixed 12M,2026-02-19,2027-02-14,2,193,True,Renewal Auto,Ended
6000005495-E-1,6000005495,2880167555273,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000004868-E-1,6000004868,2057887204380,Electricity,StandardVariable,Fixed 12M,2026-03-17,2027-03-12,1,219,True,Price Comparison Site,Active
6000003908-E-3,6000003908,7731332131244,Electricity,EcoVariable,Fixed 24M,2026-07-06,2028-06-25,3,690,False,In-Store,Ended
6000008762-E-1,6000008762,9855342840191,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000023836-E-2,6000023836,1014764364675,Electricity,PriceCapTracker,Fixed 12M,2026-05-21,2027-05-16,2,284,False,Web,Active
6000001693-E-2,6000001693,2672111543588,Electricity,DualSaver 18,Fixed 24M,2024-09-16,2026-09-06,2,32,True,Broker,Ended
6000009318-E-1,6000009318,6899656504323,Electricity,DualSaver 18,Fixed 24M,2024-11-07,2026-10-28,1,84,True,In-Store,Active
6000011996-E-4,6000011996,7109619076663,Electricity,FixSecure 12,Fixed 12M,2025-11-05,2026-10-31,4,87,True,Renewal Auto,Active
6000001841-E-3,6000001841,7622976773127,Electricity,DualSaver 18,Fixed 12M,2025-10-23,2026-10-18,3,74,True,Price Comparison Site,Active
6000005960-E-1,6000005960,4906415495528,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000022487-E-3,6000022487,8929476231511,Electricity,FixSecure 12,Fixed 12M,2026-03-29,2027-03-24,3,231,True,In-Store,Active
6000020916-E-2,6000020916,5706321269089,Electricity,EcoVariable,Fixed 24M,2025-06-07,2027-05-28,2,296,True,Broker,Active
6000009737-E-1,6000009737,6721255565007,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000011672-E-1,6000011672,9671081690666,Electricity,EcoVariable,Fixed 24M,2025-08-07,2027-07-28,1,357,False,Web,Active
6000016966-E-1,6000016966,5408638592645,Electricity,FixSecure 24,Fixed 12M,2026-03-04,2027-02-27,1,206,True,Telesales,Active
6000014614-E-4,6000014614,4851074608112,Electricity,DualSaver 18,Fixed 12M,2025-09-16,2026-09-11,4,37,True,Web,Active
6000008330-E-2,6000008330,9174821842702,Electricity,GreenFix 12,Fixed 24M,2024-08-21,2026-08-11,2,6,False,Price Comparison Site,Active
6000024332-E-1,6000024332,4806289099435,Electricity,StandardVariable,Fixed 24M,2025-09-14,2027-09-04,1,395,False,Broker,Active
6000019753-E-2,6000019753,8636385576872,Electricity,FixSecure 24,Fixed 12M,2025-11-17,2026-11-12,2,99,True,Price Comparison Site,Active
6000024048-E-5,6000024048,9267293057345,Electricity,GreenFix 12,Fixed 12M,2026-07-31,2027-07-26,5,355,False,Price Comparison Site,Ended
6000024298-E-1,6000024298,1694566728681,Electricity,EcoVariable,Fixed 12M,2025-11-12,2026-11-07,1,94,True,Renewal Auto,Ended
6000019817-E-3,6000019817,7291619281378,Electricity,StandardVariable,Fixed 12M,2026-02-03,2027-01-29,3,177,False,Renewal Auto,Ended
6000009339-E-1,6000009339,7463987111225,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000015473-E-5,6000015473,6545659864265,Electricity,StandardVariable,Fixed 12M,2026-07-11,2027-07-06,5,335,True,Web,Ended
6000023204-E-1,6000023204,4701244965359,Electricity,EcoVariable,Fixed 12M,2026-02-21,2027-02-16,1,195,False,Renewal Auto,Active
6000021585-E-1,6000021585,6395565785400,Electricity,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000013731-E-1,6000013731,6425242975059,Electricity,GreenFix 12,Fixed 24M,2025-07-24,2027-07-14,1,343,False,Broker,Active
6000021476-E-1,6000021476,5278038456170,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000021387-E-4,6000021387,3172241459731,Electricity,DualSaver 18,Fixed 12M,2026-03-23,2027-03-18,4,225,True,Renewal Auto,Active
6000013655-E-3,6000013655,5940048940359,Electricity,GreenFix 12,Fixed 12M,2026-03-14,2027-03-09,3,216,True,Price Comparison Site,Active
6000014328-E-2,6000014328,4344894749893,Electricity,PriceCapTracker,Fixed 12M,2026-02-13,2027-02-08,2,187,True,Renewal Auto,Ended
6000017600-E-2,6000017600,6773840471985,Electricity,EcoVariable,Fixed 12M,2025-11-10,2026-11-05,2,92,True,Telesales,Active
6000019283-E-1,6000019283,3625169234469,Electricity,DualSaver 18,Fixed 12M,2026-07-18,2027-07-13,1,342,False,Renewal Auto,Ended
6000022235-E-1,6000022235,8590538509058,Electricity,PriceCapTracker,Fixed 12M,2026-01-19,2027-01-14,1,162,True,In-Store,Active
6000011131-E-1,6000011131,7915338619635,Electricity,DualSaver 18,Fixed 24M,2025-11-04,2027-10-25,1,446,False,Web,Ended
6000024513-E-1,6000024513,7587852034899,Electricity,PriceCapTracker,Fixed 12M,2026-02-25,2027-02-20,1,199,False,Renewal Auto,Active
6000022005-E-2,6000022005,4223703392296,Electricity,EcoVariable,Fixed 12M,2026-06-08,2027-06-03,2,302,True,Web,Ended
6000012086-E-2,6000012086,2531090628648,Electricity,DualSaver 18,Fixed 12M,2025-10-17,2026-10-12,2,68,False,Web,Active
6000011346-E-1,6000011346,5870282765720,Electricity,StandardVariable,Fixed 24M,2025-05-15,2027-05-05,1,273,True,Web,Active
6000005452-E-1,6000005452,6336613521444,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000024569-E-1,6000024569,8615311571308,Electricity,EcoVariable,Fixed 12M,2025-11-05,2026-10-31,1,87,True,Renewal Auto,Active
6000017501-E-2,6000017501,3260297533981,Electricity,EcoVariable,Fixed 12M,2026-04-30,2027-04-25,2,263,True,Price Comparison Site,Active
6000020050-E-1,6000020050,6852276013085,Electricity,FixSecure 12,Fixed 12M,2025-09-02,2026-08-28,1,23,False,In-Store,Ended
6000016689-E-2,6000016689,2420685936756,Electricity,GreenFix 12,Fixed 24M,2024-12-09,2026-11-29,2,116,False,Price Comparison Site,Ended
6000006286-E-1,6000006286,6165007432899,Electricity,DualSaver 18,Fixed 12M,2025-09-28,2026-09-23,1,49,False,Price Comparison Site,Active
6000005070-E-4,6000005070,5389185139634,Electricity,StandardVariable,Fixed 12M,2025-08-20,2026-08-15,4,10,False,Broker,Active
6000023624-E-1,6000023624,1534166436131,Electricity,GreenFix 12,Fixed 24M,2026-04-04,2028-03-24,1,597,False,Web,Active
6000000029-E-2,6000000029,1735716256222,Electricity,FixSecure 24,Fixed 12M,2026-03-02,2027-02-25,2,204,True,Telesales,Ended
6000015156-E-1,6000015156,1904336686954,Electricity,DualSaver 18,Fixed 24M,2025-06-08,2027-05-29,1,297,True,Web,Active
6000003575-E-4,6000003575,1067800798693,Electricity,StandardVariable,Fixed 12M,2025-10-13,2026-10-08,4,64,True,Price Comparison Site,Active
6000007411-E-1,6000007411,3514451439194,Electricity,FixSecure 12,Fixed 24M,2025-06-08,2027-05-29,1,297,True,Telesales,Active
6000002626-E-2,6000002626,3618206702661,Electricity,DualSaver 18,Fixed 12M,2026-02-09,2027-02-04,2,183,False,Price Comparison Site,Ended
6000006684-E-1,6000006684,4761876403964,Electricity,GreenFix 12,Fixed 12M,2025-09-14,2026-09-09,1,35,True,Price Comparison Site,Active
6000024846-E-1,6000024846,5515070673089,Electricity,StandardVariable,Fixed 12M,2026-01-02,2026-12-28,1,145,True,Renewal Auto,Active
6000000449-E-1,6000000449,9114504971871,Electricity,DualSaver 18,Fixed 12M,2025-10-13,2026-10-08,1,64,True,Web,Active
6000004811-E-1,6000004811,7381744936437,Electricity,StandardVariable,Fixed 24M,2024-10-01,2026-09-21,1,47,True,Broker,Ended
6000006880-E-1,6000006880,6306340346740,Electricity,DualSaver 18,Fixed 24M,2024-12-29,2026-12-19,1,136,False,Telesales,Ended
6000012267-E-1,6000012267,7697322080606,Electricity,FixSecure 24,Fixed 24M,2024-09-20,2026-09-10,1,36,True,Price Comparison Site,Active
6000006516-E-4,6000006516,7480563454727,Electricity,EcoVariable,Fixed 12M,2025-10-16,2026-10-11,4,67,False,Web,Active
6000007538-E-4,6000007538,7150446683743,Electricity,FixSecure 12,Fixed 12M,2025-10-06,2026-10-01,4,57,False,Telesales,Active
6000009806-E-3,6000009806,7813920198102,Electricity,PriceCapTracker,Fixed 12M,2025-09-16,2026-09-11,3,37,True,Broker,Active
6000013074-E-1,6000013074,7004934716187,Electricity,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000006766-E-3,6000006766,8080772953161,Electricity,FixSecure 24,Fixed 12M,2026-06-21,2027-06-16,3,315,False,Price Comparison Site,Active
6000000429-E-2,6000000429,6757529091519,Electricity,EcoVariable,Fixed 12M,2026-07-10,2027-07-05,2,334,True,Renewal Auto,Ended
6000008323-E-2,6000008323,8233782799198,Electricity,FixSecure 12,Fixed 12M,2026-08-01,2027-07-27,2,356,True,Web,Ended
6000014992-E-1,6000014992,5154029791372,Electricity,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000019755-E-2,6000019755,9304631614548,Electricity,StandardVariable,Fixed 24M,2025-05-29,2027-05-19,2,287,True,Broker,Active
6000024188-E-3,6000024188,4985073504621,Electricity,PriceCapTracker,Fixed 12M,2026-07-12,2027-07-07,3,336,False,Broker,Active
6000007810-E-1,6000007810,5302807359244,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Ended
6000021286-E-1,6000021286,5462406875702,Electricity,PriceCapTracker,Fixed 12M,2026-06-15,2027-06-10,1,309,True,Web,Ended
6000007947-E-2,6000007947,1334314181311,Electricity,FixSecure 12,Fixed 24M,2025-07-16,2027-07-06,2,335,False,Web,Ended
6000014863-E-1,6000014863,6749608364514,Electricity,GreenFix 12,Fixed 24M,2026-02-22,2028-02-12,1,556,True,Renewal Auto,Active
6000001232-E-3,6000001232,2890701650479,Electricity,FixSecure 24,Fixed 12M,2026-02-25,2027-02-20,3,199,False,Telesales,Ended
6000013968-E-1,6000013968,7959031412120,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000013281-E-1,6000013281,3085249850326,Electricity,GreenFix 12,Fixed 24M,2025-09-03,2027-08-24,1,384,True,Renewal Auto,Ended
6000014737-E-3,6000014737,5583382996601,Electricity,GreenFix 12,Fixed 12M,2026-01-18,2027-01-13,3,161,True,Renewal Auto,Active
6000006464-E-1,6000006464,8327473007606,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000021363-E-1,6000021363,9768027349511,Electricity,FixSecure 12,Fixed 12M,2026-05-27,2027-05-22,1,290,True,Web,Active
6000005917-E-1,6000005917,5526695091826,Electricity,EcoVariable,Fixed 24M,2024-10-03,2026-09-23,1,49,True,Broker,Active
6000024063-E-1,6000024063,7821265571786,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000010703-E-1,6000010703,6977923765651,Electricity,FixSecure 24,Fixed 12M,2025-08-27,2026-08-22,1,17,True,Broker,Ended
6000020743-E-1,6000020743,7439844635306,Electricity,PriceCapTracker,Fixed 24M,2025-05-12,2027-05-02,1,270,True,Web,Ended
